	1061020818	0.981922	7.3355346	8.585009
	1061020833	0.887351	7.38701	8.343194
	1061020834	0.68384385	7.457639	8.210316
	1061020834	0.53899467	7.38701	8.254609
	1061020839	0.25528175	7.2493434	8.27496
	1061020850	-0.083497785	7.1188593	8.310873
	1061020850	-0.42706573	7.0254855	8.359954
	1061020852	-0.62219316	6.836344	8.520366
	1061020871	-0.72035545	6.6172743	8.908226
	1061020871	-0.75866264	6.317999	9.439739
	1061020871	-0.74788874	6.055834	10.2178545
	1061020872	-0.6964134	5.756559	11.130045
	1061020888	-0.63176996	5.5159416	11.990761
	1061020888	-0.5551555	5.247791	12.661138
	1061020888	-0.43903673	4.9928083	13.220183
	1061020898	-0.37798458	4.773739	13.63438
	1061020898	-0.28580782	4.600159	13.7445135
	1061020901	-0.21158758	4.525939	13.590087
	1061020915	-0.17687166	4.456507	13.214198
	1061020915	-0.11462241	4.4253826	12.61445
	1061020916	-0.09546879	4.488829	11.790845
	1061020921	-0.118213706	4.46369	10.931327
	1061020934	-0.11342531	4.4912233	10.161591
	1061020934	-0.19123685	4.5187564	9.466075
	1061020936	-0.33728316	4.5067854	8.872313
	1061020950	-0.41629183	4.5079827	8.404246
	1061020951	-0.5479729	4.4720693	8.003218
	1061020951	-0.61141926	4.4385505	7.7745714
	1061020966	-0.62698156	4.4936175	7.6345105
	1061020966	-0.59346277	4.4708724	7.6644382
	1061020967	-0.58867437	4.4469304	7.7254906
	1061020971	-0.50966567	4.4505215	7.8906903
	1061020983	-0.4031237	4.4708724	8.142081
	1061020983	-0.32531217	4.4481273	8.398261
	1061020986	-0.21398178	4.4229884	8.66282
	1061020999	-0.11462241	4.4349594	8.82802
	1061020999	0.017058687	4.432565	9.086594
	1061021002	0.15951368	4.3882723	9.36911
	1061021005	0.3211223	4.3427825	9.506777
	1061021018	0.4563947	4.2889132	9.613318
	1061021018	0.59047	4.242226	9.555858
	1061021020	0.66469026	4.1907506	9.341577
	1061021034	0.67666125	4.2122984	9.10455
	1061021034	0.7161656	4.2266636	8.741829
	1061021035	0.78200614	4.2829275	8.285733
	1061021049	0.744896	4.3415856	7.754221
	1061021049	0.77003515	4.391864	7.294534
	1061021050	0.744896	4.4469304	6.8827314
	1061021066	0.7556699	4.510377	6.553529
	1061021066	0.7077859	4.5690346	6.241085
	1061021067	0.7269395	4.5810056	6.013636
	1061021069	0.66469026	4.6037507	5.823297
	1061021082	0.65391636	4.6025534	5.7095723
	1061021082	0.6215946	4.62051	5.6150017
	1061021084	0.626383	4.596568	5.617396
	1061021100	0.56054246	4.632481	5.6030307
	1061021100	0.5210382	4.6169186	5.7395
	1061021100	0.5090671	4.5893855	5.847239
	1061021104	0.459986	4.552275	6.031593
	1061021118	0.3390788	4.648043	6.1225724
	1061021118	0.28042087	4.692336	6.223129
	1061021119	0.11881226	4.728249	6.2219315
	1061021133	0.080505036	4.7294464	6.2554507
	1061021134	-0.026036944	4.798878	6.329671
	1061021134	-0.07751228	4.853945	6.4026937
	1061021138	-0.18285716	4.8527474	6.4721255
	1061021152	-0.2558803	4.8503532	6.5020533
	1061021153	-0.29658175	4.8766894	6.499659
	1061021153	-0.31693244	4.8491564	6.541558
	1061021167	-0.3672107	4.8407764	6.5846534
	1061021167	-0.4031237	4.880281	6.651691
	1061021168	-0.42227733	4.883872	6.655282
	1061021183	-0.47734398	4.9700637	6.6744356
	1061021183	-0.46896425	5.0155535	6.687604
	1061021184	-0.49410337	5.0730143	6.7103486
	1061021188	-0.43185413	5.0909705	6.657676
	1061021199	-0.47135845	5.2070894	6.758233
	1061021199	-0.45699325	5.284901	6.7342906
	1061021203	-0.47375265	5.396231	6.891111
	1061021230	-0.50607437	5.4596777	6.96174
	1061021230	-0.51684827	5.482423	7.2191167
	1061021230	-0.5288193	5.52073	7.3029137
	1061021231	-0.5300164	5.6452284	7.415441
	1061021231	-0.46537295	5.7278285	7.5890207
	1061021233	-0.537199	5.820005	7.802105
	1061021237	-0.45100775	5.864298	7.9673047
	1061021250	-0.46417585	5.968446	8.022371
	1061021250	-0.45340195	6.069002	8.089409
	1061021252	-0.3636194	6.162376	8.216302
	1061021266	-0.28221652	6.1839237	8.368334
	1061021267	-0.16011223	6.2629323	8.502409
	1061021267	-0.038007952	6.326379	8.705916
	1061021286	0.06254852	6.3838396	8.868722
	1061021286	0.16071078	6.4640455	8.929773
	1061021286	0.28520927	6.493973	8.933365
	1061021286	0.47674543	6.54066	8.851962
	1061021300	0.55814826	6.5598135	8.776545
	1061021301	0.64912796	6.5478425	8.674791
